userId,movieId,rating,title,genres,tag,genome_score
3011,15,4,casino,crime,,0.439
3053,15,3,casino,crime,,0.05725
3058,15,2,casino,crime,,0.0175
3094,15,3,casino,crime,,0.05925
3102,15,1,casino,crime,,0.0725
3174,15,3,casino,crime,,0.0915
3192,15,3,casino,crime,,0.10225
3227,15,5,casino,crime,,0.18175
3249,15,2,casino,crime,,0.337
3284,15,0.5,casino,crime,,0.07725
3291,15,4,casino,crime,,0.01925
3316,15,3,casino,crime,,0.014
3338,15,3,casino,crime,,0.47225
3663,15,3,casino,crime,,0.02
3737,15,2,casino,crime,Frank Langella,0.03
3743,15,2,casino,crime,Geena Davis,0.185
3745,15,3,casino,crime,humor,0.1515
4585,15,3,casino,crime,Pirate,0.04825
4606,15,3,casino,crime,pirates,0.065
4642,15,5,casino,crime,sword fight,0.093
4696,15,3,casino,crime,treasure,0.02125
4759,15,0.5,casino,crime,treasure hunt,0.07225
4765,15,3,casino,crime,treasure,0.146
4787,15,3,casino,crime,pirates,0.1505
4865,15,5,casino,crime,sexuality,0.027
4948,15,3,casino,crime,treasure,0.347
4968,15,2.5,casino,crime,pirates,0.29875
4989,15,3,casino,crime,big budget,0.013
5005,15,4.5,casino,crime,treasure,0.05825
5036,15,0.5,casino,crime,treasure,0.2225
5046,15,2,casino,crime,treasure,0.07275
5121,15,3,casino,crime,CLV,0.016
5200,15,5,casino,crime,Pirate,0.00825
5201,15,3,casino,crime,pirates,0.03975
5225,15,3,casino,crime,Pirate,0.01025
5314,15,3.5,casino,crime,pirates,0.4625
5410,15,2.5,casino,crime,treasure,0.48175
5416,15,2,casino,crime,de niro in pink,0.0125
5481,15,4,casino,crime,Joe Pesci,0.02025
5483,15,4,casino,crime,Martin Scorsese,0.00775
5504,15,1.5,casino,crime,Robert De Niro,0.015
5513,15,3,casino,crime,Sharon Stone,0.00725
5518,15,2,casino,crime,character development,0.0095
5576,15,1,casino,crime,violent,0.02125
5591,15,4,casino,crime,,0.1275
5604,15,1,casino,crime,,0.0335
5706,15,3,casino,crime,,0.0275
5725,15,2.5,casino,crime,,0.19375
5729,15,2,casino,crime,,0.135
5814,15,1,casino,crime,,0.01
5843,15,3,casino,crime,,0.04125
5878,15,2,casino,crime,,0.005
5881,15,3,casino,crime,,0.23225
5921,15,3,casino,crime,,0.04525
5922,15,3,casino,crime,,0.0305
5972,15,1,casino,crime,,0.01725
6000,15,3.5,casino,crime,,0.01625
6021,15,4,casino,crime,,0.00625
6068,15,1,casino,crime,Frank Langella,0.0495
6093,15,1,casino,crime,Geena Davis,0.00875
6266,15,4,casino,crime,humor,0.01575
6354,15,3,casino,crime,Pirate,0.117
6372,15,3.5,casino,crime,pirates,0.0595
6417,15,5,casino,crime,sword fight,0.1205
6419,15,2,casino,crime,treasure,0.02325
6462,15,3,casino,crime,treasure hunt,0.01675
6602,15,1,casino,crime,treasure,0.06925
6630,15,3,casino,crime,pirates,0.0795
6676,15,2,casino,crime,sexuality,0.03575
6719,15,4,casino,crime,treasure,0.008
6722,15,1.5,casino,crime,pirates,0.02925
6773,15,2,casino,crime,big budget,0.0495
6839,15,2,casino,crime,treasure,0.1335
7022,15,2.5,casino,crime,treasure,0.0265
7,16,3,sense and sensibility,Drama,treasure,0.03875
20,16,4,sense and sensibility,Drama,,0.02925
21,16,5,sense and sensibility,Drama,,0.865
22,16,5,sense and sensibility,Drama,,0.0525
24,16,5,sense and sensibility,Drama,narrated,0.0335
29,16,4,sense and sensibility,Drama,Martin Scorsese,0.018
32,16,3,sense and sensibility,Drama,complex,0.01925
54,16,2,sense and sensibility,Drama,gangsters,0.024
56,16,3,sense and sensibility,Drama,great performances,0.01575
58,16,4,sense and sensibility,Drama,imdb top 250,0.0865
69,16,3,sense and sensibility,Drama,las vegas,0.041
70,16,5,sense and sensibility,Drama,mafia,0.0235
82,16,4.5,sense and sensibility,Drama,Martin Scorsese,0.006
88,16,4,sense and sensibility,Drama,narrated,0.10425
106,16,3.5,sense and sensibility,Drama,non-fiction,0.02475
108,16,3,sense and sensibility,Drama,organized crime,0.0205
116,16,3.5,sense and sensibility,Drama,Robert De Niro,0.139
124,16,4,sense and sensibility,Drama,indulgent,0.0465
130,16,4,sense and sensibility,Drama,muddled motivations,0.26125
133,16,4.5,sense and sensibility,Drama,slow,0.02975
134,16,5,sense and sensibility,Drama,stylish,0.03625
140,16,4,sense and sensibility,Drama,gangster,0.017
142,16,4,sense and sensibility,Drama,gangsters,0.055
152,16,4.5,sense and sensibility,Drama,mob,0.02625
156,16,4,sense and sensibility,Drama,organized crime,0.27775
157,16,4,sense and sensibility,Drama,violent,0.02475
158,16,4,sense and sensibility,Drama,mafia,0.045
164,16,4,sense and sensibility,Drama,non-fiction,0.11025
184,16,3,sense and sensibility,Drama,NO_FA_GANES,0.192
208,16,1.5,sense and sensibility,Drama,Martin Scorsese,0.03025
211,16,3,sense and sensibility,Drama,cinematographer:Robert Richardson,0.182
218,16,4.5,sense and sensibility,Drama,las vegas,0.01875
220,16,5,sense and sensibility,Drama,Martin Scorsese,0.04225
229,16,4,sense and sensibility,Drama,mob,0.09675
242,16,3,sense and sensibility,Drama,corruption,0.15075
247,16,4,sense and sensibility,Drama,gamble,0.32375
283,16,4,sense and sensibility,Drama,mafia,0.535
284,16,3.5,sense and sensibility,Drama,soundtrack,0.47425
294,16,4,sense and sensibility,Drama,violence,0.0135
295,16,3,sense and sensibility,Drama,gangsters,0.01525
298,16,4,sense and sensibility,Drama,imdb top 250,0.033
313,16,3,sense and sensibility,Drama,las vegas,0.01275
317,16,4,sense and sensibility,Drama,mafia,0.0185
330,16,3,sense and sensibility,Drama,Martin Scorsese,0.0295
332,16,3,sense and sensibility,Drama,narrated,0.05525
333,16,1,sense and sensibility,Drama,Robert De Niro,0.0385
334,16,4,sense and sensibility,Drama,Sharon Stone,0.1455
335,16,4,sense and sensibility,Drama,casino,0.025
337,16,4.5,sense and sensibility,Drama,Martin Scorsese,0.01325
339,16,5,sense and sensibility,Drama,narrated,0.00425
347,16,3,sense and sensibility,Drama,Robert De Niro,0.1775
6030,16,5,sense and sensibility,Drama,violent,0.02925
6031,16,3,sense and sensibility,Drama,corruption,0.056
6035,16,3,sense and sensibility,Drama,great performances,0.007
6038,16,3,sense and sensibility,Drama,mafia,0.01425
6069,16,4,sense and sensibility,Drama,nudity,0.0915
6074,16,3.5,sense and sensibility,Drama,Divx1,0.03725
6077,16,4,sense and sensibility,Drama,Eric's Dvds,0.2065
6081,16,1,sense and sensibility,Drama,based on a book,0.018
6093,16,3,sense and sensibility,Drama,gangsters,0.01975
6099,16,4,sense and sensibility,Drama,imdb top 250,0.30825
6102,16,4,sense and sensibility,Drama,Las Vegas,0.02175
6108,16,5,sense and sensibility,Drama,Mafia,0.11
6111,16,3.5,sense and sensibility,Drama,nudity (rear),0.06725
6113,16,5,sense and sensibility,Drama,Martin Scorsese,0.01825
6114,16,3.5,sense and sensibility,Drama,Robert De Niro,0.0085
6129,16,3,sense and sensibility,Drama,Martin Scorsese,0.0785
6141,16,4.5,sense and sensibility,Drama,mafia,0.7575
6150,16,2.5,sense and sensibility,Drama,Martin Scorsese,0.81925
6160,16,4,sense and sensibility,Drama,on dvr,0.092
6166,16,4,sense and sensibility,Drama,Mafia,0.052
6168,16,5,sense and sensibility,Drama,Martin Scorsese,0.09025
6169,16,4,sense and sensibility,Drama,mafia,0.123
6188,16,3,sense and sensibility,Drama,Martin Scorsese,0.02225
6190,16,3.5,sense and sensibility,Drama,narrated,0.97175
6222,16,3,sense and sensibility,Drama,Robert De Niro,0.963
6232,16,4,sense and sensibility,Drama,Robert DeNiro,0.02375
6252,16,4.5,sense and sensibility,Drama,Sharon Stone,0.03925
6263,16,3,sense and sensibility,Drama,violent,0.02575
6268,16,3.5,sense and sensibility,Drama,watch,0.022
6281,16,4.5,sense and sensibility,Drama,based on a book,0.075
6296,16,2.5,sense and sensibility,Drama,violent,0.23025
6298,16,4,sense and sensibility,Drama,based on a book,0.3015
6314,16,3.5,sense and sensibility,Drama,cannibalism,0.116
6317,16,4,sense and sensibility,Drama,corruption,0.05725
6320,16,5,sense and sensibility,Drama,imdb top 250,0.20175
6329,16,4,sense and sensibility,Drama,Nudity (Topless - Brief),0.0695
6333,16,3,sense and sensibility,Drama,20060407,0.03725
6341,16,5,sense and sensibility,Drama,robert de niro,0.02325
6349,16,4.5,sense and sensibility,Drama,scorcese,0.01375
6351,16,4,sense and sensibility,Drama,complex,0.02875
6359,16,4,sense and sensibility,Drama,Goodfellas II,0.03725
6361,16,3,sense and sensibility,Drama,mafia,0.0675
6362,16,4,sense and sensibility,Drama,Robert Deniro,0.115
6364,16,4,sense and sensibility,Drama,Martin Scorsese,0.04275
6366,16,5,sense and sensibility,Drama,narrated,0.02175
6368,16,3,sense and sensibility,Drama,robert de niro,0.1135
6369,16,3,sense and sensibility,Drama,etaege,0.05275
6373,16,3,sense and sensibility,Drama,cult film,0.0035
6383,16,4,sense and sensibility,Drama,mafia,0.04625
6387,16,4.5,sense and sensibility,Drama,robert de niro,0.01475
6405,16,5,sense and sensibility,Drama,scorcese,0.045
6447,16,5,sense and sensibility,Drama,cult film,0.043
6450,16,4,sense and sensibility,Drama,imdb top 250,0.03225
6453,16,4,sense and sensibility,Drama,mafia,0.0275
6459,16,3.5,sense and sensibility,Drama,mob,0.0065
6467,16,5,sense and sensibility,Drama,narrated,0.15925
6477,16,2,sense and sensibility,Drama,Robert De Niro,0.02125
6479,16,3.5,sense and sensibility,Drama,casino,0.045
6484,16,5,sense and sensibility,Drama,CLV,0.15225
6485,16,4,sense and sensibility,Drama,DeNiro,0.0115
6486,16,5,sense and sensibility,Drama,gangster,0.05725
6506,16,5,sense and sensibility,Drama,Pesci,0.0565
6514,16,4.5,sense and sensibility,Drama,Vegas,0.2155
6540,16,3,sense and sensibility,Drama,erlend's DVDs,0.20275
6553,16,5,sense and sensibility,Drama,Joe Pesci,0.02875
6560,16,4,sense and sensibility,Drama,las vegas,0.10175
6565,16,5,sense and sensibility,Drama,mafia,0.058
6569,16,4,sense and sensibility,Drama,Martin Scorsese,0.0865
6574,16,4,sense and sensibility,Drama,Robert De Niro,0.023
6578,16,3,sense and sensibility,Drama,casino,0.08575
6594,16,4.5,sense and sensibility,Drama,memasa's movies,0.0145
6604,16,2.5,sense and sensibility,Drama,Bibliothek,0.34975
6618,16,5,sense and sensibility,Drama,mafia,0.13825
6624,16,3.5,sense and sensibility,Drama,organized crime,0.12025
6625,16,3,sense and sensibility,Drama,Tumey's DVDs,0.119
6630,16,4,sense and sensibility,Drama,Martin Scorsese,0.104
6636,16,4.5,sense and sensibility,Drama,adapted from:book,0.017
6647,16,3,sense and sensibility,Drama,author:Jane Austen,0.06675
6663,16,4,sense and sensibility,Drama,based on a book,0.28
6672,16,4,sense and sensibility,Drama,British,0.12575
6704,16,2,sense and sensibility,Drama,heartwarming,0.00975
6715,16,3,sense and sensibility,Drama,Hugh Grant,0.622
6719,16,5,sense and sensibility,Drama,Jane Austen,0.04675
6720,16,4,sense and sensibility,Drama,period film,0.1065
6722,16,4,sense and sensibility,Drama,romance,0.09075
6739,16,4,sense and sensibility,Drama,Alan Rickman,0.1925
6743,16,5,sense and sensibility,Drama,British,0.05475
6757,16,5,sense and sensibility,Drama,costume drama,0.0105
6764,16,5,sense and sensibility,Drama,18th century,0.05525
6777,16,4,sense and sensibility,Drama,Jane Austen,0.07975
6778,16,4,sense and sensibility,Drama,romance,0.03
6792,16,3,sense and sensibility,Drama,trials and tribulations,0.01
6810,16,4,sense and sensibility,Drama,based on a book,0.02825
6818,16,4.5,sense and sensibility,Drama,Jane Austen,0.04675
6819,16,4,sense and sensibility,Drama,19th century,0.198
6824,16,5,sense and sensibility,Drama,Alan Rickman,0.2285
6832,16,4.5,sense and sensibility,Drama,Ang Lee,0.20925
6843,16,4,sense and sensibility,Drama,British,0.04575
6861,16,4,sense and sensibility,Drama,costume drama,0.04925
6873,16,5,sense and sensibility,Drama,Emma Thompson,0.01425
6880,16,3.5,sense and sensibility,Drama,historical,0.05825
6883,16,5,sense and sensibility,Drama,Jane Austen,0.017
6897,16,5,sense and sensibility,Drama,Period,0.029
6910,16,4,sense and sensibility,Drama,British,0.24175
6915,16,5,sense and sensibility,Drama,Shakespeare,0.02975
6917,16,4,sense and sensibility,Drama,Emma Thompson,0.0135
6920,16,2.5,sense and sensibility,Drama,Jane Austen,0.02475
6921,16,4,sense and sensibility,Drama,Ang Lee,0.005
6922,16,5,sense and sensibility,Drama,Alan Rickman,0.06
6927,16,4,sense and sensibility,Drama,British,0.03525
6936,16,3,sense and sensibility,Drama,Jane Austen,0.02975
6940,16,5,sense and sensibility,Drama,English,0.01175
6941,16,3,sense and sensibility,Drama,Romance,0.0425
6947,16,4,sense and sensibility,Drama,Jane Austen,0.1615
6952,16,4,sense and sensibility,Drama,BGAB LRC,0.025
5,17,3,Four Rooms,comedy,chick flick,0.01875
6,17,5,Four Rooms,comedy,Period,0.0335
7,17,2,Four Rooms,comedy,Regency England,0.04175
12,17,3,Four Rooms,comedy,based on a book,0.03075
14,17,5,Four Rooms,comedy,British,0.1425
15,17,3,Four Rooms,comedy,classic,0.02075
19,17,4,Four Rooms,comedy,Jane Austen,0.319
32,17,4,Four Rooms,comedy,adapted from:book,0.289
34,17,5,Four Rooms,comedy,Alan Rickman,0.0215
48,17,4,Four Rooms,comedy,Ang Lee,0.07
54,17,2,Four Rooms,comedy,author:Jane Austen,0.041
73,17,3,Four Rooms,comedy,British,0.01725
85,17,4.5,Four Rooms,comedy,Emma Thompson,0.02975
88,17,2.5,Four Rooms,comedy,Hugh Grant,0.0175
104,17,3,Four Rooms,comedy,Kate Winslet,0.05
113,17,5,Four Rooms,comedy,Alan Rickman,0.03675
114,17,5,Four Rooms,comedy,British,0.12925
122,17,5,Four Rooms,comedy,chick flick,0.027
126,17,3,Four Rooms,comedy,Hugh Grant,0.0905
131,17,3.5,Four Rooms,comedy,Kate Winslet,0.0765
142,17,4,Four Rooms,comedy,British,0.04275
148,17,5,Four Rooms,comedy,Jane Austen,0.022
156,17,4,Four Rooms,comedy,Jane Austen,0.014
158,17,4,Four Rooms,comedy,Alan Rickman,0.02325
159,17,5,Four Rooms,comedy,Emma Thompson,0.026
199,17,4,Four Rooms,comedy,Hugh Grant,0.029
200,17,4,Four Rooms,comedy,Kate Winslet,0.01275
208,17,5,Four Rooms,comedy,chick flick,0.03025
228,17,5,Four Rooms,comedy,Jane Austen,0.02525
239,17,4,Four Rooms,comedy,Period,0.062
240,17,4,Four Rooms,comedy,romantic,0.00875
245,17,5,Four Rooms,comedy,Jane Austen,0.13175
249,17,4,Four Rooms,comedy,19th century,0.0245
258,17,0.5,Four Rooms,comedy,Alan Rickman,0.02375
264,17,3,Four Rooms,comedy,based on a book,0.04025
269,17,4,Four Rooms,comedy,British,0.06075
278,17,4.5,Four Rooms,comedy,chick flick,0.01875
285,17,3.5,Four Rooms,comedy,costume drama,0.6385
286,17,5,Four Rooms,comedy,Hugh Grant,0.10075
295,17,4,Four Rooms,comedy,Jane Austen,0.16275
307,17,5,Four Rooms,comedy,Kate Winslet,0.116
310,17,5,Four Rooms,comedy,romance,0.08975
324,17,3,Four Rooms,comedy,romantic,0.0685
326,17,3,Four Rooms,comedy,Alan Rickman,0.0435
330,17,5,Four Rooms,comedy,chick flick,0.25275
333,17,3,Four Rooms,comedy,classic,0.1295
338,17,5,Four Rooms,comedy,Hugh Grant,0.174
360,17,4,Four Rooms,comedy,Jane Austen,0.1175
365,17,4,Four Rooms,comedy,Kate Winslet,0.005
368,17,1,Four Rooms,comedy,Period,0.0205
387,17,4.5,Four Rooms,comedy,Ang Lee,0.05725
389,17,4,Four Rooms,comedy,Jane Austen,0.0435
620,17,4,Four Rooms,comedy,Great Adaptations,0.03125
624,17,3,Four Rooms,comedy,Great Screenplays,0.07025
24,18,5,Money Train,comedy,19th century,0.01525
54,18,3,Money Train,comedy,adapted from:book,0.12525
69,18,3,Money Train,comedy,Ang Lee,0.62925
123,18,4,Money Train,comedy,British,0.214
148,18,1,Money Train,comedy,costume drama,0.03775
156,18,3,Money Train,comedy,Jane Austen,0.0365
182,18,4.5,Money Train,comedy,Alan Rickman,0.324
278,18,3,Money Train,comedy,19th century,0.304
298,18,3,Money Train,comedy,Alan Rickman,0.11775
377,18,2,Money Train,comedy,based on a book,0.0625
389,18,2,Money Train,comedy,British,0.31525
413,18,2.5,Money Train,comedy,costume drama,0.04275
415,18,4,Money Train,comedy,Jane Austen,0.18775
451,18,2.5,Money Train,comedy,Period,0.06225
469,18,5,Money Train,comedy,Regency England,0.00875
1184,19,1,Powder,Action,romantic,0.014
1185,19,3.5,Powder,Action,19th century,0.07075
1190,19,2,Powder,Action,based on a book,0.02525
1196,19,3,Powder,Action,chick flick,0.007
1200,19,3,Powder,Action,costume drama,0.0945
1206,19,3.5,Powder,Action,Great Screenplays,0.0205
1208,19,2,Powder,Action,heartwarming,0.021
1215,19,1,Powder,Action,historical,0.02125
1230,19,3,Powder,Action,literature,0.01525
1237,19,4,Powder,Action,period piece,0.01875
1244,19,4,Powder,Action,romantic,0.013
1248,19,4,Powder,Action,Jane Austen,0.01075
1252,19,3.5,Powder,Action,based on a book,0.00175
1254,19,2,Powder,Action,Jane Austen,0.39375
1255,19,3.5,Powder,Action,Emma Thompson,0.02475
1260,19,4,Powder,Action,Kate Winslet,0.0055
1280,19,3,Powder,Action,true love story,0.13475
1292,19,4,Powder,Action,Jane Austen,0.016
1310,19,2,Powder,Action,Jane Austen,0.0305
1311,19,3.5,Powder,Action,based on a book,0.0305
1313,19,5,Powder,Action,British,0.46075
1323,19,3,Powder,Action,Hugh Grant,0.0305
1339,19,3.5,Powder,Action,Jane Austen,0.0185
1341,19,3.5,Powder,Action,romantic,0.102
1374,19,2,Powder,Action,Shakespeare,0.01875
1376,19,4,Powder,Action,Emma Thompson,0.08625
1380,19,3,Powder,Action,Hugh Grant,0.08425
1387,19,0.5,Powder,Action,Alan Rickman,0.08825
1405,19,3,Powder,Action,Emma Thompson,0.083
1406,19,0.5,Powder,Action,Hugh Grant,0.0225
1411,19,2,Powder,Action,Sven's to see list,0.0485
1419,19,3.5,Powder,Action,british,0.19175
1421,19,2,Powder,Action,seen 2012,0.04125
1423,19,3,Powder,Action,hulu,0.03475
1433,19,2.5,Powder,Action,based on a book,0.01775
1442,19,4,Powder,Action,classic literature,0.05875
1450,19,2,Powder,Action,fast,0.03775
1452,19,3.5,Powder,Action,romantic,0.00725
1453,19,4,Powder,Action,chick flick,0.00925
1455,19,4.5,Powder,Action,hugh grant,0.04675
1458,19,1.5,Powder,Action,romance,0.01175
1465,19,1.5,Powder,Action,shakespeare,0.0135
1468,19,0.5,Powder,Action,adapted from:book,0.181
1472,19,3,Powder,Action,based on a book,0.01325
1474,19,3,Powder,Action,romance,0.0405
1481,19,2,Powder,Action,romantic,0.016
1493,19,2.5,Powder,Action,Shakespeare,0.06175
1498,19,3,Powder,Action,boring,0.0815
1507,19,1,Powder,Action,nothing happens,0.0195
1514,19,2,Powder,Action,CLV,0.0615
1515,19,3,Powder,Action,British,0.08525
1516,19,1.5,Powder,Action,available DVD,0.08825
1523,19,1.5,Powder,Action,historical,0.12575
1531,19,5,Powder,Action,literature,0.15175
1537,19,5,Powder,Action,Netflix Finland,0.0885
1540,19,5,Powder,Action,Bibliothek,0.109
1545,19,3,Powder,Action,Quentin Tarantino,0.02525
1571,19,1.5,Powder,Action,multiple storylines,0.0065
1573,19,2.5,Powder,Action,Antonio Banderas,0.042
1579,19,4,Powder,Action,Bruce Willis,0.158
1587,19,2.5,Powder,Action,fast paced,0.03375
1588,19,2.5,Powder,Action,multiple storylines,0.037
1593,19,2,Powder,Action,Quentin Tarantino,0.00675
1595,19,2,Powder,Action,Robert Rodriguez,0.06075
1600,19,2,Powder,Action,Tarantino,0.00475
1604,19,2,Powder,Action,Tim Roth,0.005
1609,19,3,Powder,Action,multiple storylines,0.15275
1616,19,0.5,Powder,Action,Quentin Tarantino,0.02375
1629,19,4,Powder,Action,Robert Rodriguez,0.034
1631,19,3,Powder,Action,Tim Roth,0.01825
1635,19,2,Powder,Action,Tarantino,0.059
1636,19,3,Powder,Action,Bruce Willis,0.26825
1638,19,3,Powder,Action,dark comedy,0.06875
1643,19,2,Powder,Action,multiple storylines,0.04925
1644,19,4,Powder,Action,Quentin Tarantino,0.06
1645,19,1,Powder,Action,Tim Roth,0.0295
1649,19,3,Powder,Action,multiple storylines,0.1175
1658,19,4,Powder,Action,Quentin Tarantino,0.1545
1661,19,2,Powder,Action,Alexandre Rockwell,0.099
1668,19,4,Powder,Action,Allison Anders,0.2195
1671,19,4,Powder,Action,Rodriguez,0.0455
1678,19,1.5,Powder,Action,Tarantino,0.05125
1692,19,3.5,Powder,Action,Tarantino,0.00425
1723,19,1,Powder,Action,Antonio Banderas,0.01975
1726,19,3.5,Powder,Action,Madonna,0.0075
1730,19,2,Powder,Action,multiple storylines,0.04575
1731,19,3.5,Powder,Action,Quentin Tarantino,0.0205
1736,19,1.5,Powder,Action,Nudity (Topless),0.16
1741,19,2,Powder,Action,Nudity (Topless),0.0405
1748,19,0.5,Powder,Action,Quentin Tarantino,0.01925
1755,19,0.5,Powder,Action,Robert Rodriguez,0.0705
1763,19,2,Powder,Action,witch,0.1185
1764,19,5,Powder,Action,Comedy,0.013
1777,19,4,Powder,Action,dark comedy,0.016
1789,19,2.5,Powder,Action,Jennifer Beals,0.007
1792,19,3,Powder,Action,multiple storylines,0.012
1806,19,4.5,Powder,Action,Quentin Tarantino,0.00475
1808,19,5,Powder,Action,Tarantino,0.01975
1813,19,1.5,Powder,Action,Tim Roth,0.0085
1815,19,3.5,Powder,Action,witches,0.0085
1828,19,2,Powder,Action,fast paced,0.00775
1829,19,4,Powder,Action,multiple short stories in one,0.02375
1833,19,3,Powder,Action,Rodriguez,0.02725
1834,19,3.5,Powder,Action,Antonio Banderas,0.03075
1839,19,2,Powder,Action,Bruce Willis,0.04325
1844,19,3,Powder,Action,hotel,0.029
1845,19,1,Powder,Action,Quentin Tarantino,0.0295
1849,19,2,Powder,Action,Robert Rodriguez,0.234
1854,19,2.5,Powder,Action,Tim Roth,0.19325
1855,19,3,Powder,Action,4,0.0585
1858,19,3,Powder,Action,multiple storylines,0.04125
1868,19,2,Powder,Action,Quentin Tarantino,0.328
1876,19,2,Powder,Action,Antonio Banderas,0.95275
1881,19,3,Powder,Action,Quentin Tarantino,0.03475
1888,19,3,Powder,Action,Tim Roth,0.00725
1892,19,3.5,Powder,Action,Antonio Banderas,0.03775
1904,19,1,Powder,Action,dark comedy,0.0035
1922,19,2,Powder,Action,hotel,0.0265
1928,19,3,Powder,Action,Madonna,0.01975
1931,19,5,Powder,Action,Quentin Tarantino,0.05475
1942,19,3,Powder,Action,Salma Hayek,0.0465
1947,19,3,Powder,Action,Tim Roth,0.038
1959,19,3.5,Powder,Action,own,0.01125
1972,19,2,Powder,Action,Tarantino,0.054
1975,19,1,Powder,Action,hotel,0.12675
1984,19,2,Powder,Action,multiple storylines,0.2775
2004,19,4.5,Powder,Action,nudity (topless),0.20425
2006,19,3,Powder,Action,dark comedy,0.22125
2011,19,5,Powder,Action,Quentin Tarantino,0.0245
2024,19,3,Powder,Action,Tim Roth,0.05675
2034,19,0.5,Powder,Action,Quentin Tarantino,0.023
2038,19,5,Powder,Action,Robert Rodriguez,0.065
2051,19,3.5,Powder,Action,multiple storylines,0.25025
2054,19,3.5,Powder,Action,Tim Roth,0.12025
2066,19,3,Powder,Action,comedy,0.03975
2070,19,1,Powder,Action,hotel,0.0265
2071,19,4.5,Powder,Action,multiple storylines,0.126
2083,19,2,Powder,Action,Tarantino,0.16075
2084,19,1,Powder,Action,Tumey's VHS,0.03525
2099,19,3,Powder,Action,childhood fav,0.0505
2100,19,3,Powder,Action,Jim Carrey,0.011
2107,19,4,Powder,Action,Simon Callow,0.07275
2113,19,1,Powder,Action,Steve Oedekerk,0.087
2117,19,1,Powder,Action,comedy,0.1375
2121,19,3,Powder,Action,Jim Carrey,0.06275
2130,19,3,Powder,Action,private detective,0.02025
2138,19,3,Powder,Action,detective,0.07375
6611,20,4,Leaving Las Vegas,Action,detective,0.027
6621,20,2,Leaving Las Vegas,Action,Jim Carrey,0.082
6636,20,3,Leaving Las Vegas,Action,Gross-out,0.09425
6643,20,3,Leaving Las Vegas,Action,spit,0.1265
6711,20,3,Leaving Las Vegas,Action,detective,0.38275
6722,20,2,Leaving Las Vegas,Action,Rhino action :D,0.006
6739,20,2,Leaving Las Vegas,Action,Jim Carrey,0.11
6743,20,3.5,Leaving Las Vegas,Action,Steve Oedekerk,0.1185
6784,20,3,Leaving Las Vegas,Action,detective,0.28725
6803,20,3,Leaving Las Vegas,Action,comedy,0.191
6804,20,2,Leaving Las Vegas,Action,Africa,0.2375
6879,20,2,Leaving Las Vegas,Action,Jim Carrey,0.037
6929,20,3,Leaving Las Vegas,Action,Jim Carrey,0.1595
6978,20,2,Leaving Las Vegas,Action,detective,0.19775
7036,20,3,Leaving Las Vegas,Action,Jim Carrey,0.012
7117,20,4,Leaving Las Vegas,Action,Jim Carrey,0.0855
2378,179,2,Mad Love,Romance,,0.04575
2518,179,1,Mad Love,Romance,,0.05125
2576,179,2,Mad Love,Romance,,0.0285
2657,179,3,Mad Love,Romance,,0.03375
2732,179,1,Mad Love,Romance,,0.09825
2992,179,2,Mad Love,Romance,,0.06425
3058,179,3,Mad Love,Romance,,0.02375
3192,179,3,Mad Love,Romance,,0.084
3207,179,3,Mad Love,Romance,,0.03775
3259,179,2,Mad Love,Romance,,0.0225
3318,179,3,Mad Love,Romance,,0.0295
3550,179,4,Mad Love,Romance,,0.022
3673,179,3,Mad Love,Romance,,0.10675
